unique_id,ds,y
M4H_T000000,2015-01-13 22:00:00,405.0000
M4H_T000000,2015-01-13 23:00:00,418.0000
M4H_T000000,2015-01-14 00:00:00,440.0000
M4H_T000000,2015-01-14 01:00:00,467.0000
M4H_T000000,2015-01-14 02:00:00,526.0000
M4H_T000000,2015-01-14 03:00:00,588.0000
M4H_T000000,2015-01-14 04:00:00,660.0000
M4H_T000000,2015-01-14 05:00:00,713.0000
M4H_T000000,2015-01-14 06:00:00,767.0000
M4H_T000000,2015-01-14 07:00:00,800.0000
M4H_T000000,2015-01-14 08:00:00,828.0000
M4H_T000000,2015-01-14 09:00:00,837.0000
M4H_T000000,2015-01-14 10:00:00,851.0000
M4H_T000000,2015-01-14 11:00:00,836.0000
M4H_T000000,2015-01-14 12:00:00,813.0000
M4H_T000000,2015-01-14 13:00:00,776.0000
M4H_T000000,2015-01-14 14:00:00,753.0000
M4H_T000000,2015-01-14 15:00:00,695.0000
M4H_T000000,2015-01-14 16:00:00,620.0000
M4H_T000000,2015-01-14 17:00:00,542.0000
M4H_T000000,2015-01-14 18:00:00,494.0000
M4H_T000000,2015-01-14 19:00:00,459.0000
M4H_T000000,2015-01-14 20:00:00,439.0000
M4H_T000000,2015-01-14 21:00:00,417.0000
M4H_T000000,2015-01-14 22:00:00,423.0000
M4H_T000000,2015-01-14 23:00:00,429.0000
M4H_T000000,2015-01-15 00:00:00,450.0000
M4H_T000000,2015-01-15 01:00:00,482.0000
M4H_T000000,2015-01-15 02:00:00,539.0000
M4H_T000000,2015-01-15 03:00:00,613.0000
M4H_T000000,2015-01-15 04:00:00,677.0000
M4H_T000000,2015-01-15 05:00:00,736.0000
M4H_T000000,2015-01-15 06:00:00,777.0000
M4H_T000000,2015-01-15 07:00:00,820.0000
M4H_T000000,2015-01-15 08:00:00,828.0000
M4H_T000000,2015-01-15 09:00:00,838.0000
M4H_T000000,2015-01-15 10:00:00,824.0000
M4H_T000000,2015-01-15 11:00:00,805.0000
M4H_T000000,2015-01-15 12:00:00,774.0000
M4H_T000000,2015-01-15 13:00:00,736.0000
M4H_T000000,2015-01-15 14:00:00,718.0000
M4H_T000000,2015-01-15 15:00:00,666.0000
M4H_T000000,2015-01-15 16:00:00,601.0000
M4H_T000000,2015-01-15 17:00:00,532.0000
M4H_T000000,2015-01-15 18:00:00,485.0000
M4H_T000000,2015-01-15 19:00:00,449.0000
M4H_T000000,2015-01-15 20:00:00,427.0000
M4H_T000000,2015-01-15 21:00:00,415.0000
M4H_T000000,2015-01-15 22:00:00,418.0000
M4H_T000000,2015-01-15 23:00:00,438.0000
M4H_T000000,2015-01-16 00:00:00,445.0000
M4H_T000000,2015-01-16 01:00:00,487.0000
M4H_T000000,2015-01-16 02:00:00,535.0000
M4H_T000000,2015-01-16 03:00:00,598.0000
M4H_T000000,2015-01-16 04:00:00,669.0000
M4H_T000000,2015-01-16 05:00:00,730.0000
M4H_T000000,2015-01-16 06:00:00,776.0000
M4H_T000000,2015-01-16 07:00:00,801.0000
M4H_T000000,2015-01-16 08:00:00,824.0000
M4H_T000000,2015-01-16 09:00:00,826.0000
M4H_T000000,2015-01-16 10:00:00,819.0000
M4H_T000000,2015-01-16 11:00:00,802.0000
M4H_T000000,2015-01-16 12:00:00,771.0000
M4H_T000000,2015-01-16 13:00:00,740.0000
M4H_T000000,2015-01-16 14:00:00,722.0000
M4H_T000000,2015-01-16 15:00:00,676.0000
M4H_T000000,2015-01-16 16:00:00,603.0000
M4H_T000000,2015-01-16 17:00:00,546.0000
M4H_T000000,2015-01-16 18:00:00,488.0000
M4H_T000000,2015-01-16 19:00:00,458.0000
M4H_T000000,2015-01-16 20:00:00,438.0000
M4H_T000000,2015-01-16 21:00:00,421.0000
M4H_T000000,2015-01-16 22:00:00,419.0000
M4H_T000000,2015-01-16 23:00:00,426.0000
M4H_T000000,2015-01-17 00:00:00,450.0000
M4H_T000000,2015-01-17 01:00:00,487.0000
M4H_T000000,2015-01-17 02:00:00,550.0000
M4H_T000000,2015-01-17 03:00:00,612.0000
M4H_T000000,2015-01-17 04:00:00,683.0000
M4H_T000000,2015-01-17 05:00:00,739.0000
M4H_T000000,2015-01-17 06:00:00,785.0000
M4H_T000000,2015-01-17 07:00:00,818.0000
M4H_T000000,2015-01-17 08:00:00,837.0000
M4H_T000000,2015-01-17 09:00:00,847.0000
M4H_T000000,2015-01-17 10:00:00,848.0000
M4H_T000000,2015-01-17 11:00:00,834.0000
M4H_T000000,2015-01-17 12:00:00,810.0000
M4H_T000000,2015-01-17 13:00:00,764.0000
M4H_T000000,2015-01-17 14:00:00,746.0000
M4H_T000000,2015-01-17 15:00:00,698.0000
M4H_T000000,2015-01-17 16:00:00,634.0000
M4H_T000000,2015-01-17 17:00:00,584.0000
M4H_T000000,2015-01-17 18:00:00,519.0000
M4H_T000000,2015-01-17 19:00:00,490.0000
M4H_T000000,2015-01-17 20:00:00,463.0000
M4H_T000000,2015-01-17 21:00:00,446.0000
M4H_T000000,2015-01-17 22:00:00,439.0000
M4H_T000000,2015-01-17 23:00:00,436.0000
M4H_T000000,2015-01-18 00:00:00,442.0000
M4H_T000000,2015-01-18 01:00:00,483.0000
M4H_T000000,2015-01-18 02:00:00,566.0000
M4H_T000000,2015-01-18 03:00:00,643.0000
M4H_T000000,2015-01-18 04:00:00,723.0000
M4H_T000000,2015-01-18 05:00:00,773.0000
M4H_T000000,2015-01-18 06:00:00,822.0000
M4H_T000000,2015-01-18 07:00:00,849.0000
M4H_T000000,2015-01-18 08:00:00,865.0000
M4H_T000000,2015-01-18 09:00:00,881.0000
M4H_T000000,2015-01-18 10:00:00,882.0000
M4H_T000000,2015-01-18 11:00:00,872.0000
M4H_T000000,2015-01-18 12:00:00,840.0000
M4H_T000000,2015-01-18 13:00:00,797.0000
M4H_T000000,2015-01-18 14:00:00,773.0000
M4H_T000000,2015-01-18 15:00:00,724.0000
M4H_T000000,2015-01-18 16:00:00,661.0000
M4H_T000000,2015-01-18 17:00:00,593.0000
M4H_T000000,2015-01-18 18:00:00,547.0000
M4H_T000000,2015-01-18 19:00:00,512.0000
M4H_T000000,2015-01-18 20:00:00,484.0000
M4H_T000000,2015-01-18 21:00:00,463.0000
M4H_T000000,2015-01-18 22:00:00,452.0000
M4H_T000000,2015-01-18 23:00:00,442.0000
M4H_T000000,2015-01-19 00:00:00,447.0000
M4H_T000000,2015-01-19 01:00:00,506.0000
M4H_T000000,2015-01-19 02:00:00,598.0000
M4H_T000000,2015-01-19 03:00:00,692.0000
M4H_T000000,2015-01-19 04:00:00,756.0000
M4H_T000000,2015-01-19 05:00:00,804.0000
M4H_T000000,2015-01-19 06:00:00,836.0000
M4H_T000000,2015-01-19 07:00:00,866.0000
M4H_T000000,2015-01-19 08:00:00,886.0000
M4H_T000000,2015-01-19 09:00:00,890.0000
M4H_T000000,2015-01-19 10:00:00,878.0000
M4H_T000000,2015-01-19 11:00:00,863.0000
M4H_T000000,2015-01-19 12:00:00,830.0000
M4H_T000000,2015-01-19 13:00:00,770.0000
M4H_T000000,2015-01-19 14:00:00,756.0000
M4H_T000000,2015-01-19 15:00:00,704.0000
M4H_T000000,2015-01-19 16:00:00,629.0000
M4H_T000000,2015-01-19 17:00:00,566.0000
M4H_T000000,2015-01-19 18:00:00,518.0000
M4H_T000000,2015-01-19 19:00:00,484.0000
M4H_T000000,2015-01-19 20:00:00,461.0000
M4H_T000000,2015-01-19 21:00:00,450.0000
M4H_T000000,2015-01-19 22:00:00,446.0000
M4H_T000000,2015-01-19 23:00:00,467.0000
M4H_T000000,2015-01-20 00:00:00,485.0000
M4H_T000000,2015-01-20 01:00:00,525.0000
M4H_T000000,2015-01-20 02:00:00,585.0000
M4H_T000000,2015-01-20 03:00:00,670.0000
M4H_T000000,2015-01-20 04:00:00,747.0000
M4H_T000000,2015-01-20 05:00:00,805.0000
M4H_T000000,2015-01-20 06:00:00,839.0000
M4H_T000000,2015-01-20 07:00:00,857.0000
M4H_T000000,2015-01-20 08:00:00,844.0000
M4H_T000000,2015-01-20 09:00:00,834.0000
M4H_T000000,2015-01-20 10:00:00,828.0000
M4H_T000000,2015-01-20 11:00:00,834.0000
M4H_T000000,2015-01-20 12:00:00,815.0000
M4H_T000000,2015-01-20 13:00:00,781.0000
M4H_T000000,2015-01-20 14:00:00,762.0000
M4H_T000000,2015-01-20 15:00:00,710.0000
M4H_T000000,2015-01-20 16:00:00,641.0000
M4H_T000000,2015-01-20 17:00:00,571.0000
M4H_T000000,2015-01-20 18:00:00,527.0000
M4H_T000000,2015-01-20 19:00:00,498.0000
M4H_T000000,2015-01-20 20:00:00,475.0000
M4H_T000000,2015-01-20 21:00:00,466.0000
M4H_T000000,2015-01-20 22:00:00,472.0000
M4H_T000000,2015-01-20 23:00:00,478.0000
M4H_T000000,2015-01-21 00:00:00,506.0000
M4H_T000000,2015-01-21 01:00:00,542.0000
M4H_T000000,2015-01-21 02:00:00,594.0000
M4H_T000000,2015-01-21 03:00:00,661.0000
M4H_T000000,2015-01-21 04:00:00,728.0000
M4H_T000000,2015-01-21 05:00:00,786.0000
M4H_T000000,2015-01-21 06:00:00,828.0000
M4H_T000000,2015-01-21 07:00:00,846.0000
M4H_T000000,2015-01-21 08:00:00,854.0000
M4H_T000000,2015-01-21 09:00:00,852.0000
M4H_T000000,2015-01-21 10:00:00,862.0000
M4H_T000000,2015-01-21 11:00:00,859.0000
M4H_T000000,2015-01-21 12:00:00,853.0000
M4H_T000000,2015-01-21 13:00:00,815.0000
M4H_T000000,2015-01-21 14:00:00,802.0000
M4H_T000000,2015-01-21 15:00:00,749.0000
M4H_T000000,2015-01-21 16:00:00,679.0000
M4H_T000000,2015-01-21 17:00:00,604.0000
M4H_T000000,2015-01-21 18:00:00,569.0000
M4H_T000000,2015-01-21 19:00:00,529.0000
M4H_T000000,2015-01-21 20:00:00,513.0000
M4H_T000000,2015-01-21 21:00:00,500.0000
M4H_T000000,2015-01-21 22:00:00,495.0000
M4H_T000000,2015-01-21 23:00:00,511.0000
M4H_T000000,2015-01-22 00:00:00,525.0000
M4H_T000000,2015-01-22 01:00:00,557.0000
M4H_T000000,2015-01-22 02:00:00,605.0000
M4H_T000000,2015-01-22 03:00:00,676.0000
M4H_T000000,2015-01-22 04:00:00,737.0000
M4H_T000000,2015-01-22 05:00:00,791.0000
M4H_T000000,2015-01-22 06:00:00,837.0000
M4H_T000000,2015-01-22 07:00:00,856.0000
M4H_T000000,2015-01-22 08:00:00,886.0000
M4H_T000000,2015-01-22 09:00:00,901.0000
M4H_T000000,2015-01-22 10:00:00,916.0000
M4H_T000000,2015-01-22 11:00:00,905.0000
M4H_T000000,2015-01-22 12:00:00,871.0000
M4H_T000000,2015-01-22 13:00:00,823.0000
M4H_T000000,2015-01-22 14:00:00,798.0000
M4H_T000000,2015-01-22 15:00:00,738.0000
M4H_T000000,2015-01-22 16:00:00,666.0000
M4H_T000000,2015-01-22 17:00:00,593.0000
M4H_T000000,2015-01-22 18:00:00,553.0000
M4H_T000000,2015-01-22 19:00:00,515.0000
M4H_T000000,2015-01-22 20:00:00,494.0000
M4H_T000000,2015-01-22 21:00:00,487.0000
M4H_T000000,2015-01-22 22:00:00,482.0000
M4H_T000000,2015-01-22 23:00:00,498.0000
M4H_T000000,2015-01-23 00:00:00,515.0000
M4H_T000000,2015-01-23 01:00:00,540.0000
M4H_T000000,2015-01-23 02:00:00,584.0000
M4H_T000000,2015-01-23 03:00:00,633.0000
M4H_T000000,2015-01-23 04:00:00,705.0000
M4H_T000000,2015-01-23 05:00:00,754.0000
M4H_T000000,2015-01-23 06:00:00,801.0000
M4H_T000000,2015-01-23 07:00:00,833.0000
M4H_T000000,2015-01-23 08:00:00,863.0000
M4H_T000000,2015-01-23 09:00:00,872.0000
M4H_T000000,2015-01-23 10:00:00,867.0000
M4H_T000000,2015-01-23 11:00:00,845.0000
M4H_T000000,2015-01-23 12:00:00,819.0000
M4H_T000000,2015-01-23 13:00:00,787.0000
M4H_T000000,2015-01-23 14:00:00,762.0000
M4H_T000000,2015-01-23 15:00:00,717.0000
M4H_T000000,2015-01-23 16:00:00,651.0000
M4H_T000000,2015-01-23 17:00:00,575.0000
M4H_T000000,2015-01-23 18:00:00,537.0000
M4H_T000000,2015-01-23 19:00:00,500.0000
M4H_T000000,2015-01-23 20:00:00,470.0000
M4H_T000000,2015-01-23 21:00:00,457.0000
M4H_T000000,2015-01-23 22:00:00,465.0000
M4H_T000000,2015-01-23 23:00:00,467.0000
M4H_T000000,2015-01-24 00:00:00,488.0000
M4H_T000000,2015-01-24 01:00:00,525.0000
M4H_T000000,2015-01-24 02:00:00,581.0000
M4H_T000000,2015-01-24 03:00:00,654.0000
M4H_T000000,2015-01-24 04:00:00,732.0000
M4H_T000000,2015-01-24 05:00:00,789.0000
M4H_T000000,2015-01-24 06:00:00,826.0000
M4H_T000000,2015-01-24 07:00:00,852.0000
M4H_T000000,2015-01-24 08:00:00,870.0000
M4H_T000000,2015-01-24 09:00:00,859.0000
M4H_T000000,2015-01-24 10:00:00,853.0000
M4H_T000000,2015-01-24 11:00:00,820.0000
M4H_T000000,2015-01-24 12:00:00,789.0000
M4H_T000000,2015-01-24 13:00:00,741.0000
M4H_T000000,2015-01-24 14:00:00,731.0000
M4H_T000000,2015-01-24 15:00:00,683.0000
M4H_T000000,2015-01-24 16:00:00,620.0000
M4H_T000000,2015-01-24 17:00:00,566.0000
M4H_T000000,2015-01-24 18:00:00,514.0000
M4H_T000000,2015-01-24 19:00:00,478.0000
M4H_T000000,2015-01-24 20:00:00,462.0000
M4H_T000000,2015-01-24 21:00:00,435.0000
M4H_T000000,2015-01-24 22:00:00,432.0000
M4H_T000000,2015-01-24 23:00:00,434.0000
M4H_T000000,2015-01-25 00:00:00,441.0000
M4H_T000000,2015-01-25 01:00:00,483.0000
M4H_T000000,2015-01-25 02:00:00,563.0000
M4H_T000000,2015-01-25 03:00:00,644.0000
M4H_T000000,2015-01-25 04:00:00,729.0000
M4H_T000000,2015-01-25 05:00:00,798.0000
M4H_T000000,2015-01-25 06:00:00,847.0000
M4H_T000000,2015-01-25 07:00:00,874.0000
M4H_T000000,2015-01-25 08:00:00,890.0000
M4H_T000000,2015-01-25 09:00:00,908.0000
M4H_T000000,2015-01-25 10:00:00,902.0000
M4H_T000000,2015-01-25 11:00:00,895.0000
M4H_T000000,2015-01-25 12:00:00,860.0000
M4H_T000000,2015-01-25 13:00:00,815.0000
M4H_T000000,2015-01-25 14:00:00,792.0000
M4H_T000000,2015-01-25 15:00:00,732.0000
M4H_T000000,2015-01-25 16:00:00,672.0000
M4H_T000000,2015-01-25 17:00:00,605.0000
M4H_T000000,2015-01-25 18:00:00,554.0000
M4H_T000000,2015-01-25 19:00:00,517.0000
M4H_T000000,2015-01-25 20:00:00,492.0000
M4H_T000000,2015-01-25 21:00:00,473.0000
M4H_T000000,2015-01-25 22:00:00,452.0000
M4H_T000000,2015-01-25 23:00:00,458.0000
M4H_T000000,2015-01-26 00:00:00,452.0000
M4H_T000000,2015-01-26 01:00:00,506.0000
M4H_T000000,2015-01-26 02:00:00,607.0000
M4H_T000000,2015-01-26 03:00:00,691.0000
M4H_T000000,2015-01-26 04:00:00,761.0000
M4H_T000000,2015-01-26 05:00:00,820.0000
M4H_T000000,2015-01-26 06:00:00,860.0000
M4H_T000000,2015-01-26 07:00:00,867.0000
M4H_T000000,2015-01-26 08:00:00,852.0000
M4H_T000000,2015-01-26 09:00:00,820.0000
M4H_T000000,2015-01-26 10:00:00,768.0000
M4H_T000000,2015-01-26 11:00:00,729.0000
M4H_T000000,2015-01-26 12:00:00,689.0000
M4H_T000000,2015-01-26 13:00:00,661.0000
M4H_T000000,2015-01-26 14:00:00,652.0000
M4H_T000000,2015-01-26 15:00:00,612.0000
M4H_T000000,2015-01-26 16:00:00,559.0000
M4H_T000000,2015-01-26 17:00:00,503.0000
M4H_T000000,2015-01-26 18:00:00,468.0000
M4H_T000000,2015-01-26 19:00:00,441.0000
M4H_T000000,2015-01-26 20:00:00,423.0000
M4H_T000000,2015-01-26 21:00:00,412.0000
M4H_T000000,2015-01-26 22:00:00,424.0000
M4H_T000000,2015-01-26 23:00:00,441.0000
M4H_T000000,2015-01-27 00:00:00,460.0000
M4H_T000000,2015-01-27 01:00:00,494.0000
M4H_T000000,2015-01-27 02:00:00,548.0000
M4H_T000000,2015-01-27 03:00:00,609.0000
M4H_T000000,2015-01-27 04:00:00,694.0000
M4H_T000000,2015-01-27 05:00:00,758.0000
M4H_T000000,2015-01-27 06:00:00,817.0000
M4H_T000000,2015-01-27 07:00:00,863.0000
M4H_T000000,2015-01-27 08:00:00,881.0000
M4H_T000000,2015-01-27 09:00:00,900.0000
M4H_T000000,2015-01-27 10:00:00,909.0000
M4H_T000000,2015-01-27 11:00:00,900.0000
